athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-07140,Nataliya Kovalev,Female,29,1995-02-13,FRA,France,Bobsled,Monobob W,Winter,1980,Lake Placid,Team,Gold,220.25,seconds,3,4,1,0,3,248,844,1896,3,No,Renato Canova,190.1,86.0,Season Best
ATH-07141,Regzedmaa Harris,Male,24,2000-01-22,AUT,Austria,Fencing,Foil Individual M,Summer,1920,Antwerp,Individual,No Medal,9.856,touches,2,4,4,0,0,59,196,1896,18,No,Franz Stampfl,164.0,55.8,Record broken next day
ATH-07142,Isabelle Sokolov,Female,27,1997-06-12,CAN,Canada,Gymnastics (Artistic),Pommel Horse,Summer,1906,Athens,Individual,No Medal,13.581,points,4,6,2,2,2,118,381,1900,6,No,Sandor Szabo,150.1,43.4,Oldest medalist
ATH-07143,Agnieszka Costa,Female,36,1988-05-01,JPN,Japan,Bobsled,Monobob W,Winter,1984,Sarajevo,Team,No Medal,104.529,seconds,3,4,4,0,0,170,497,1912,3,No,Marcus O'Sullivan,175.0,72.3,Olympic Debut
ATH-07144,Quentin Melnyk,Male,29,1995-03-12,MAS,Malaysia,Rowing,Single Sculls M,Summer,2016,Rio de Janeiro,Team,No Medal,445.78,seconds,5,4,2,2,0,0,12,1956,58,No,John Smith,189.4,102.1,Equipment issue
ATH-07145,Yuki Adeyemi,Male,20,2004-08-04,GBR,Great Britain,Ice Hockey,Men's Ice Hockey,Winter,1924,Chamonix,Team,Gold,4.811,goals,1,3,3,0,0,285,896,1896,2,No,John Smith,194.0,74.2,National Record
ATH-07146,Rui Davis,Male,25,1999-08-10,CAN,Canada,Volleyball,Women's Beach Volleyball,Summer,1920,Antwerp,Team,Gold,7.689,points,2,1,1,0,0,118,381,1900,6,No,Dan Pfaff,206.5,82.9,Weather-affected
ATH-07147,Naim Zhao,Male,37,1987-06-15,KAZ,Kazakhstan,Judo,Middleweight,Summer,2016,Rio de Janeiro,Individual,No Medal,8.588,ippon,5,6,0,4,2,21,66,1996,30,No,Sandor Szabo,188.8,52.9,Withdrew - injury
ATH-07148,Vikram Nozadze,Male,41,1983-06-05,SWE,Sweden,Taekwondo,-57kg W,Summer,1900,Paris,Individual,No Medal,14.389,points,5,7,0,0,7,200,648,1896,4,No,Jon Drummond,173.1,82.8,Comeback after injury
ATH-07149,Ekaterina Constantin,Female,36,1988-05-05,CHN,China,Freestyle Skiing,Big Air W,Winter,1932,Lake Placid,Individual,Bronze,60.066,points,4,8,6,1,1,263,636,1932,1,No,Vladimir Alekna,172.9,60.3,Withdrew - injury
ATH-07150,Magdalena Müller,Female,24,2000-08-12,GER,Germany,Football (Soccer),Women's Football,Summer,1896,Athens,Team,No Medal,9.742,goals,2,2,1,0,1,275,854,1896,2,Olympic Record,Marcus O'Sullivan,178.7,62.7,-
ATH-07151,Camelia Martin,Female,26,1998-01-02,DPR,North Korea,Figure Skating,Ice Dance,Winter,1992,Albertville,Individual,Gold,232.434,points,5,5,3,1,1,16,54,1964,35,No,Andrei Chemerkin,156.1,67.6,National Record
ATH-07152,Romain Gantulga,Male,15,2009-12-23,GER,Germany,Weightlifting,109kg,Summer,1896,Athens,Individual,No Medal,432.97,kg,5,6,1,4,1,275,854,1896,2,No,Tadashi Suzuki,174.6,93.3,-
ATH-07153,Donna Rodriguez,Female,17,2007-11-20,CUB,Cuba,Archery,Individual M,Summer,2020,Tokyo,Individual,Gold,293.744,points,1,5,1,0,4,82,226,1900,8,No,Valentin Lalev,182.4,67.1,-
ATH-07154,Kiran Thomas,Male,20,2004-10-09,ESP,Spain,Canoe/Kayak,C-2 500m M,Summer,1912,Stockholm,Individual,No Medal,431.935,seconds,4,2,2,0,0,50,170,1900,18,No,Dan Pfaff,175.3,80.9,Weather-affected
ATH-07155,Svetlana Perez,Female,41,1983-11-27,USA,United States,Rowing,Quadruple Sculls M,Summer,1896,Athens,Team,No Medal,360.025,seconds,4,8,2,5,1,1061,2638,1896,1,No,Virgilijus Alekna,198.8,96.4,-
ATH-07156,Abebe Bianchi,Male,29,1995-06-04,DPR,North Korea,Basketball,3x3 Women's,Summer,2000,Sydney,Team,No Medal,43.905,points,1,6,5,1,0,16,54,1964,35,No,Tadashi Suzuki,191.0,81.0,First from country
ATH-07157,Faith Sokolov,Female,23,2001-06-26,TPE,Chinese Taipei,Biathlon,Sprint W,Winter,1972,Sapporo,Team,No Medal,3164.27,seconds,2,8,5,1,2,7,25,1956,45,No,Béla Károlyi,194.2,72.6,-
ATH-07158,Julien Haile,Male,21,2003-05-19,PRK,North Korea,Taekwondo,-58kg M,Summer,1996,Atlanta,Individual,No Medal,7.283,points,5,1,1,0,0,16,54,1964,35,No,Hiroshi Hoketsu,193.3,61.6,Season Best
ATH-07159,Pierre Davaadorj,Male,26,1998-03-26,COL,Colombia,Bobsled,Monobob W,Winter,2018,PyeongChang,Team,Silver,169.764,seconds,1,2,0,1,1,8,24,1932,48,No,Khristo Hristov,182.1,115.2,-
ATH-07160,Anahit Brown,Female,28,1996-08-14,ITA,Italy,Diving,3m Synchronized Springboard W,Summer,1920,Antwerp,Individual,No Medal,556.986,points,3,0,0,0,0,247,753,1900,4,No,Andrei Socaci,167.2,77.0,Olympic Debut
ATH-07161,Donna Mwangi,Female,35,1989-08-24,HKG,Hong Kong,Shooting,Trap W,Summer,2012,London,Individual,No Medal,151.869,points,1,0,0,0,0,3,9,1952,60,No,Yury Zakharevich,174.3,60.5,-
ATH-07162,Nikolai Petrosyan,Male,24,2000-10-09,CRO,Croatia,Basketball,Men's Basketball,Summer,2004,Athens,Team,No Medal,39.521,points,3,0,0,0,0,12,50,1992,38,No,Dan Pfaff,210.1,80.2,Comeback after injury
ATH-07163,Mariam Tadesse,Female,30,1994-04-23,HUN,Hungary,Basketball,Women's Basketball,Summer,1912,Stockholm,Team,No Medal,28.01,points,5,4,2,1,1,182,536,1896,5,No,Anna Tarkhanova,171.2,100.4,Photo-finish silver
ATH-07164,Carol Romano,Female,39,1985-05-11,ROM,Romania,Luge,Men's Doubles,Winter,2010,Vancouver,Individual,No Medal,56.162,seconds,5,0,0,0,0,89,307,1924,8,No,Arthur Lydiard,178.3,68.4,First from country
ATH-07165,Radek Adeyemi,Male,18,2006-02-15,DPR,North Korea,Shooting,Skeet W,Summer,2000,Sydney,Individual,No Medal,254.73,points,5,2,0,1,1,16,54,1964,35,No,Béla Károlyi,182.5,80.8,Olympic Debut
ATH-07166,Daniel Gebremariam,Male,19,2005-07-02,KAZ,Kazakhstan,Archery,Individual W,Summer,2008,Beijing,Team,Bronze,269.236,points,2,2,0,1,1,21,66,1996,30,Olympic Record,Arthur Lydiard,191.7,89.9,-
ATH-07167,Halyna Ito,Female,21,2003-12-25,ARG,Argentina,Fencing,Sabre Individual M,Summer,2008,Beijing,Team,No Medal,11.684,touches,4,1,0,1,0,23,77,1920,30,No,Alberto Salazar,196.0,86.4,Record broken next day
ATH-07168,Barbara Hernandez,Female,18,2006-02-08,FIN,Finland,Cross-Country Skiing,Team Sprint W,Winter,2006,Turin,Team,Bronze,5799.108,seconds,1,8,7,0,1,161,459,1908,3,No,Bao Chünlai,173.1,70.8,Disqualified (false start)
ATH-07169,Adam Greco,Male,42,1982-10-06,ITA,Italy,Skeleton,Men's Skeleton,Winter,1948,St. Moritz,Individual,No Medal,61.681,seconds,3,8,6,0,2,247,753,1900,4,No,Valentin Lalev,181.2,96.6,-
ATH-07170,Jae-won Kowalski,Male,24,2000-04-11,EGY,Egypt,Bobsled,2-man M,Winter,1936,Garmisch-Partenkirchen,Team,No Medal,221.905,seconds,5,1,1,0,0,8,28,1912,45,No,Gennadi Touretski,171.4,109.1,Youngest competitor
ATH-07171,Nataliya Martin,Female,30,1994-09-27,AUT,Austria,Basketball,Women's Basketball,Summer,1896,Athens,Team,No Medal,7.874,points,5,4,1,2,1,59,196,1896,18,No,Alberto Salazar,203.5,112.9,Oldest medalist
ATH-07172,Wei Wójcik,Male,40,1984-02-09,AUS,Australia,Football (Soccer),Women's Football,Summer,1996,Atlanta,Team,No Medal,10.184,goals,1,7,7,0,0,170,554,1896,4,No,Hiroshi Hoketsu,189.0,74.0,-
ATH-07173,Anahit Fraser-Pryce,Female,33,1991-04-26,NGR,Nigeria,Ski Jumping,Normal Hill Individual,Winter,2006,Turin,Team,No Medal,111.446,metres,5,3,3,0,0,13,32,1952,40,No,Andrei Chemerkin,173.5,50.4,Oldest medalist
ATH-07174,Magnus Martirosyan,Male,37,1987-01-20,PRK,North Korea,Cross-Country Skiing,Skiathlon W,Winter,1964,Innsbruck,Individual,No Medal,3318.477,seconds,5,2,2,0,0,16,54,1964,35,No,Marcus O'Sullivan,194.2,64.1,Final Appearance
ATH-07175,Denys Smith,Male,19,2005-02-18,COL,Colombia,Ski Jumping,Mixed Team,Winter,1994,Lillehammer,Team,Bronze,122.783,metres,3,1,0,0,1,8,24,1932,48,No,John Smith,185.5,59.5,Weather-affected
ATH-07176,Patricia Makarov,Female,27,1997-06-21,KEN,Kenya,Curling,Mixed Doubles Curling,Winter,1980,Lake Placid,Team,No Medal,10.476,points,5,8,3,2,3,38,109,1956,20,No,Renato Canova,178.0,84.3,-
ATH-07177,Elena Farah,Female,29,1995-02-09,GRE,Greece,Athletics,Hammer Throw,Summer,2004,Athens,Individual,No Medal,221.386,seconds,1,1,1,0,0,34,116,1896,10,No,Arthur Lydiard,192.6,103.3,-
ATH-07178,Bingxue Tanaka,Male,35,1989-04-22,GRE,Greece,Boxing,Heavyweight,Summer,1900,Paris,Individual,No Medal,2.284,points,1,4,4,0,0,34,116,1896,10,No,Valentin Lalev,186.9,70.3,Comeback after injury
ATH-07179,Kimberly Lopez,Female,32,1992-08-25,FIN,Finland,Shooting,Skeet M,Summer,2020,Tokyo,Individual,No Medal,167.705,points,3,2,0,1,1,161,459,1908,3,No,Sandor Szabo,165.3,87.1,-
ATH-07180,Gabriela Sargsyan,Female,34,1990-05-10,MEX,Mexico,Triathlon,Men's Triathlon,Summer,2000,Sydney,Individual,No Medal,6474.214,seconds,2,6,3,2,1,14,72,1924,35,No,Vladimir Alekna,173.5,58.1,-
ATH-07181,Simona Navruzov,Female,27,1997-09-17,SWE,Sweden,Triathlon,Mixed Relay,Summer,1900,Paris,Individual,No Medal,5374.515,seconds,1,4,1,3,0,200,648,1896,4,No,Tadashi Suzuki,164.5,66.7,-
ATH-07182,Olga Mammadov,Female,19,2005-06-18,SNG,Singapore,Freestyle Skiing,Big Air W,Winter,1960,Squaw Valley,Individual,Bronze,71.903,points,3,2,1,0,1,1,5,1948,62,No,Sandor Szabo,187.5,75.3,-
ATH-07183,Yuki Batjargal,Male,23,2001-11-24,AUS,Australia,Diving,10m Platform W,Summer,1900,Paris,Individual,No Medal,357.495,points,5,4,4,0,0,170,554,1896,4,No,Glen Mills,155.9,64.9,National Record
ATH-07184,Almaz Kwon,Female,34,1990-04-07,DEN,Denmark,Swimming,4x200m Freestyle Relay,Summer,1900,Paris,Individual,No Medal,540.136,seconds,3,8,5,1,2,66,260,1896,10,No,Franz Stampfl,183.3,92.0,-
ATH-07185,Oleksandr Kumar,Male,29,1995-08-20,BLR,Belarus,Curling,Men's Curling,Winter,2002,Salt Lake City,Team,Gold,9.95,points,2,7,6,0,1,24,75,1996,33,No,Marcus O'Sullivan,181.9,77.9,Personal Best
ATH-07186,Jiri Wiśniewski,Male,40,1984-02-23,AUT,Austria,Basketball,Men's Basketball,Summer,1896,Athens,Team,No Medal,40.465,points,3,0,0,0,0,59,196,1896,18,No,Yury Zakharevich,196.3,88.5,-
ATH-07187,Tirunesh Petrosyan,Female,19,2005-12-23,JAM,Jamaica,Speed Skating,5000m W,Winter,1984,Sarajevo,Individual,No Medal,704.253,seconds,3,2,0,1,1,28,94,1948,22,No,Percy Cerutty,188.2,80.3,-
ATH-07188,Haile Gebrselassie,Male,16,2008-06-02,ROM,Romania,Football (Soccer),Men's Football,Summer,2012,London,Team,No Medal,12.234,goals,2,4,3,0,1,89,307,1924,8,No,Bao Chünlai,176.6,76.9,Comeback after injury
ATH-07189,Maxime Taylor,Male,24,2000-01-14,CUB,Cuba,Skeleton,Men's Skeleton,Winter,1972,Sapporo,Individual,No Medal,74.373,seconds,1,2,1,1,0,82,226,1900,8,No,Franz Stampfl,184.0,103.8,Withdrew - injury
ATH-07190,Mark Sargsyan,Male,20,2004-07-23,JPN,Japan,Figure Skating,Women's Singles,Winter,1932,Lake Placid,Individual,No Medal,282.478,points,2,8,3,2,3,170,497,1912,3,Olympic Record,Yury Zakharevich,177.1,53.5,Weather-affected
ATH-07191,Bolormaa Rodriguez,Female,32,1992-09-03,NED,Netherlands,Archery,Team M,Summer,2020,Tokyo,Team,No Medal,247.265,points,5,7,0,5,2,121,380,1900,7,No,Anna Tarkhanova,173.6,65.1,First from country
ATH-07192,Alexei Taylor,Male,24,2000-10-27,ARG,Argentina,Freestyle Skiing,Slopestyle W,Winter,1960,Squaw Valley,Individual,No Medal,90.074,points,2,1,0,1,0,23,77,1920,30,No,Khristo Hristov,186.7,88.3,Disqualified (false start)
ATH-07193,Nino Bekele,Male,36,1988-09-26,COL,Colombia,Curling,Women's Curling,Winter,2010,Vancouver,Team,No Medal,8.884,points,2,3,2,0,1,8,24,1932,48,No,Valentin Lalev,183.4,76.8,-
ATH-07194,Kimberly Lee,Female,31,1993-12-05,DPR,North Korea,Basketball,Men's Basketball,Summer,1996,Atlanta,Team,No Medal,17.167,points,4,8,3,3,2,16,54,1964,35,No,Renato Canova,211.2,116.8,Withdrew - injury
ATH-07195,Sofia Kuznetsov,Female,16,2008-10-06,ESP,Spain,Cross-Country Skiing,Sprint W,Winter,1948,St. Moritz,Team,No Medal,1561.66,seconds,4,7,3,0,4,50,170,1900,18,No,Khristo Hristov,172.7,81.4,Photo-finish silver
ATH-07196,Nesta Kuznetsov,Male,37,1987-09-22,GEO,Georgia,Diving,10m Synchronized Platform W,Summer,2024,Paris,Individual,No Medal,462.431,points,4,2,0,1,1,7,30,1996,44,No,Franz Stampfl,164.4,74.4,-
ATH-07197,Henrik Fischer,Male,26,1998-06-14,CHN,China,Speed Skating,Team Pursuit W,Winter,2014,Sochi,Team,Silver,633.336,seconds,3,3,1,2,0,263,636,1932,1,No,Wei Ping,186.5,61.7,-
ATH-07198,Sarah Tadesse,Female,20,2004-01-21,AUS,Australia,Taekwondo,-57kg W,Summer,2008,Beijing,Individual,Bronze,8.105,points,3,5,0,2,3,170,554,1896,4,No,Alberto Salazar,174.9,50.1,Withdrew - injury
ATH-07199,Monika Thomas,Female,42,1982-05-10,USA,United States,Biathlon,Sprint M,Winter,1988,Calgary,Team,No Medal,2140.065,seconds,2,4,3,0,1,1061,2638,1896,1,No,Marcus O'Sullivan,165.9,61.3,Final Appearance
ATH-07200,Magdalena Ferrari,Female,20,2004-12-23,CHN,China,Rowing,Four W,Summer,2004,Athens,Individual,Silver,438.274,seconds,5,8,3,1,4,263,636,1932,1,No,Tadashi Suzuki,194.1,81.5,Record broken next day
ATH-07201,Yuki Bekele,Female,39,1985-06-07,DPR,North Korea,Canoe/Kayak,K-1 200m M,Summer,2016,Rio de Janeiro,Individual,No Medal,424.431,seconds,2,2,0,1,1,16,54,1964,35,No,Anna Tarkhanova,189.3,89.0,National Record
ATH-07202,George Robert,Male,36,1988-07-04,RSA,South Africa,Cross-Country Skiing,15km M,Winter,1948,St. Moritz,Individual,No Medal,5422.778,seconds,4,8,5,3,0,23,90,1904,30,No,Jon Drummond,166.4,65.3,Weather-affected
ATH-07203,Nataliya Gupta,Female,22,2002-07-23,SWE,Sweden,Taekwondo,+80kg M,Summer,1904,St. Louis,Individual,No Medal,5.635,points,1,6,2,2,2,200,648,1896,4,No,Marcus O'Sullivan,184.8,73.2,Comeback after injury
ATH-07204,Jiajun Taylor,Male,32,1992-05-13,JPN,Japan,Ski Jumping,Mixed Team,Winter,1976,Innsbruck,Team,No Medal,115.494,metres,5,1,0,0,1,170,497,1912,3,No,Tadashi Suzuki,178.7,60.5,Weather-affected
ATH-07205,Sunita Phelps,Female,20,2004-05-10,EGY,Egypt,Gymnastics (Artistic),Vault,Summer,2000,Sydney,Individual,No Medal,12.858,points,5,0,0,0,0,8,28,1912,45,No,John Smith,164.6,72.9,Oldest medalist
ATH-07206,Fabio Popescu,Male,30,1994-09-09,DEN,Denmark,Canoe/Kayak,C-2 500m M,Summer,1906,Athens,Individual,No Medal,469.021,seconds,3,3,0,2,1,66,260,1896,10,No,Wei Ping,189.5,79.3,Olympic Debut
ATH-07207,Carina Adeyemi,Female,41,1983-03-08,FRA,France,Boxing,Middleweight,Summer,2020,Tokyo,Individual,Gold,4.345,points,5,4,1,1,2,248,844,1896,3,No,Jon Drummond,157.0,90.7,-
ATH-07208,Nino Bianchi,Male,29,1995-04-21,PRK,North Korea,Speed Skating,5000m W,Winter,2002,Salt Lake City,Individual,Silver,542.883,seconds,1,4,2,1,1,16,54,1964,35,No,Glen Mills,171.8,76.2,First from country
ATH-07209,Aurelie Harris,Female,36,1988-11-04,POR,Portugal,Skeleton,Men's Skeleton,Winter,1924,Chamonix,Individual,No Medal,57.059,seconds,3,1,0,0,1,6,29,1912,50,No,Gennadi Touretski,188.8,89.5,First from country
ATH-07210,Bingxue Karimov,Male,23,2001-01-01,BUL,Bulgaria,Gymnastics (Artistic),Pommel Horse,Summer,1912,Stockholm,Individual,Silver,15.598,points,5,5,2,1,2,54,224,1896,15,No,Lauren Lynde,158.5,52.7,-
ATH-07211,Marian Watanabe,Male,28,1996-05-22,ROM,Romania,Skeleton,Women's Skeleton,Winter,1988,Calgary,Individual,No Medal,49.976,seconds,3,4,1,3,0,89,307,1924,8,No,Franz Stampfl,189.3,91.3,Record broken next day
ATH-07212,Florent Bondarenko,Male,23,2001-07-05,HKG,Hong Kong,Ice Hockey,Women's Ice Hockey,Winter,1988,Calgary,Team,No Medal,5.215,goals,1,2,1,0,1,3,9,1952,60,Olympic Record,Béla Károlyi,198.4,95.1,Disqualified (false start)
ATH-07213,Dafne Weber,Female,38,1986-04-25,POR,Portugal,Curling,Men's Curling,Winter,2022,Beijing,Team,Gold,9.598,points,3,1,1,0,0,6,29,1912,50,No,Marcus O'Sullivan,187.1,66.1,Withdrew - injury
ATH-07214,Ivan Kuznetsov,Male,19,2005-05-18,ETH,Ethiopia,Curling,Women's Curling,Winter,2010,Vancouver,Team,No Medal,11.107,points,4,6,3,0,3,25,57,1956,30,No,Li Yongbo,166.3,84.9,-
ATH-07215,Almaz Müller,Female,23,2001-08-03,KEN,Kenya,Gymnastics (Artistic),Balance Beam,Summer,1996,Atlanta,Individual,No Medal,13.806,points,3,6,3,1,2,38,109,1956,20,No,Andrei Socaci,145.5,57.9,-
ATH-07216,Almaz Petrov,Female,29,1995-06-03,AUT,Austria,Shooting,25m Rapid Fire Pistol,Summer,1896,Athens,Individual,Silver,190.126,points,3,6,0,3,3,59,196,1896,18,No,John Smith,177.2,84.0,Olympic Debut
ATH-07217,Magnus Park,Male,33,1991-06-25,GBR,Great Britain,Ice Hockey,Women's Ice Hockey,Winter,1984,Sarajevo,Team,No Medal,1.429,goals,1,2,0,2,0,285,896,1896,2,No,Andrei Socaci,170.8,73.7,Technical violation
ATH-07218,Rahul Adeyemi,Male,40,1984-02-17,AUT,Austria,Diving,3m Synchronized Springboard W,Summer,1900,Paris,Individual,No Medal,394.663,points,1,3,0,0,3,59,196,1896,18,No,Percy Cerutty,178.4,78.5,-
ATH-07219,Fabio Choi,Male,26,1998-06-28,HUN,Hungary,Short Track Speed Skating,1500m M,Winter,1980,Lake Placid,Team,No Medal,133.726,seconds,4,2,2,0,0,182,536,1896,5,No,Renato Canova,175.6,57.8,Youngest competitor
ATH-07220,Tsend-Ochir Nikitin,Male,40,1984-02-07,RUS,Russia,Wrestling,Greco-Roman 77kg,Summer,2024,Paris,Individual,No Medal,5.923,points,3,2,2,0,0,194,531,1994,2,No,Bob Bowman,160.7,117.7,Weather-affected
ATH-07221,Gabriela Bianchi,Female,20,2004-06-19,GBR,Great Britain,Rowing,Quadruple Sculls W,Summer,2016,Rio de Janeiro,Team,No Medal,426.978,seconds,5,4,0,3,1,285,896,1896,2,No,Andrei Socaci,199.1,78.0,Youngest competitor
ATH-07222,Rui Robinson,Male,21,2003-09-11,TPE,Chinese Taipei,Figure Skating,Team Event,Winter,2002,Salt Lake City,Individual,No Medal,156.061,points,5,0,0,0,0,7,25,1956,45,No,Valentin Lalev,183.6,79.4,Withdrew - injury
ATH-07223,Haile Kiros,Male,39,1985-06-07,SUI,Switzerland,Volleyball,Women's Indoor Volleyball,Summer,2000,Sydney,Team,No Medal,28.664,points,1,3,2,0,1,70,203,1896,12,World Record,Hiroshi Hoketsu,178.8,71.8,-
ATH-07224,Jiri Biles,Male,30,1994-11-04,USA,United States,Gymnastics (Artistic),Horizontal Bar,Summer,1896,Athens,Individual,Gold,15.465,points,4,3,2,1,0,1061,2638,1896,1,No,Tadashi Suzuki,161.4,67.6,Olympic Debut
ATH-07225,Yuna Wiśniewski,Female,40,1984-07-15,USA,United States,Gymnastics (Artistic),Balance Beam,Summer,1920,Antwerp,Individual,Gold,12.013,points,2,7,1,4,2,1061,2638,1896,1,No,Hiroshi Hoketsu,177.5,68.8,-
ATH-07226,Pedro Jung,Male,19,2005-03-09,CAN,Canada,Judo,Middleweight,Summer,1906,Athens,Individual,No Medal,3.685,ippon,1,3,3,0,0,118,381,1900,6,No,John Smith,173.4,88.3,Record broken next day
ATH-07227,Bohdan Hernandez,Male,39,1985-12-20,POR,Portugal,Short Track Speed Skating,5000m Relay M,Winter,1994,Lillehammer,Team,Gold,150.173,seconds,3,7,2,3,2,6,29,1912,50,No,Jon Drummond,168.8,60.9,Youngest competitor
ATH-07228,Thomas Yuldashev,Male,30,1994-08-14,FRA,France,Wrestling,Freestyle 125kg,Summer,1906,Athens,Individual,Gold,6.632,points,3,7,5,2,0,248,844,1896,3,No,Vladimir Alekna,160.2,117.2,-
ATH-07229,Yuki Ivanov,Male,36,1988-08-20,SWE,Sweden,Boxing,Welterweight,Summer,1896,Athens,Individual,No Medal,3.148,points,4,4,2,0,2,200,648,1896,4,No,Arthur Lydiard,174.5,59.8,-
ATH-07230,Lasha Johnson,Male,26,1998-07-08,JAM,Jamaica,Freestyle Skiing,Big Air M,Winter,1984,Sarajevo,Individual,No Medal,66.164,points,4,2,0,2,0,28,94,1948,22,Olympic Record,Vladimir Alekna,188.7,77.7,-
ATH-07231,Hyun-soo Martinez,Male,23,2001-03-13,EGY,Egypt,Freestyle Skiing,Big Air M,Winter,1972,Sapporo,Individual,Silver,52.125,points,1,6,2,1,3,8,28,1912,45,No,Percy Cerutty,171.2,89.7,-
ATH-07232,Carina Hasanov,Female,32,1992-02-06,GEO,Georgia,Archery,Team W,Summer,2012,London,Team,No Medal,285.794,points,4,4,1,0,3,7,30,1996,44,No,Tadashi Suzuki,172.7,61.1,Comeback after injury
ATH-07233,Asha Johnson,Female,15,2009-09-13,JAM,Jamaica,Ice Hockey,Men's Ice Hockey,Winter,1984,Sarajevo,Team,Gold,3.097,goals,1,2,2,0,0,28,94,1948,22,No,Tadashi Suzuki,198.4,78.7,Olympic Debut
ATH-07234,Vikram Gebremariam,Male,35,1989-06-03,PRK,North Korea,Curling,Mixed Doubles Curling,Winter,2014,Sochi,Team,Silver,1.908,points,1,5,0,5,0,16,54,1964,35,No,Khristo Hristov,176.0,88.9,National Record
ATH-07235,George Jackson,Male,23,2001-11-19,RSA,South Africa,Curling,Mixed Doubles Curling,Winter,1924,Chamonix,Team,Bronze,7.453,points,5,8,3,2,3,23,90,1904,30,No,Khristo Hristov,190.5,76.9,Equipment issue
ATH-07236,Constantin Amiranashvili,Male,21,2003-06-13,POL,Poland,Athletics,Hammer Throw,Summer,2012,London,Individual,No Medal,34.955,seconds,2,8,1,7,0,72,297,1924,9,No,Yury Zakharevich,167.1,98.0,Disqualified (false start)
ATH-07237,Yuki Fischer,Female,39,1985-11-17,ESP,Spain,Cycling,Mountain Bike Cross-Country,Summer,1904,St. Louis,Individual,Silver,13217.753,seconds,5,6,0,2,4,50,170,1900,18,World Record,Arthur Lydiard,179.7,67.7,-
ATH-07238,Charles Orlov,Male,34,1990-06-28,FRA,France,Wrestling,Greco-Roman 130kg,Summer,1896,Athens,Individual,No Medal,5.933,points,5,7,1,3,3,248,844,1896,3,No,Wei Ping,173.5,123.7,Disqualified (false start)
ATH-07239,Ayana Weber,Female,18,2006-03-13,AUS,Australia,Wrestling,Freestyle 86kg,Summer,1896,Athens,Individual,No Medal,3.755,points,4,4,2,0,2,170,554,1896,4,World Record,Hiroshi Hoketsu,161.0,125.4,Technical violation
ATH-07240,Aurelie Makarov,Female,19,2005-02-26,KAZ,Kazakhstan,Cycling,Mountain Bike Cross-Country,Summer,2008,Beijing,Individual,Gold,2153.229,seconds,3,8,8,0,0,21,66,1996,30,No,Arthur Lydiard,190.0,67.0,Youngest competitor
ATH-07241,Tigran Williams,Male,23,2001-07-02,POR,Portugal,Luge,Men's Doubles,Winter,1952,Oslo,Team,Bronze,139.141,seconds,2,9,6,2,1,6,29,1912,50,Olympic Record,Franz Stampfl,184.2,96.5,Withdrew - injury
ATH-07242,Nataliya Bekele,Female,25,1999-05-12,FRA,France,Diving,10m Synchronized Platform M,Summer,1900,Paris,Individual,No Medal,336.458,points,4,0,0,0,0,248,844,1896,3,No,Andrei Socaci,173.5,55.4,Personal Best
ATH-07243,Henrik Kiros,Male,30,1994-07-17,KAZ,Kazakhstan,Gymnastics (Artistic),Rings,Summer,1996,Atlanta,Individual,No Medal,12.893,points,3,5,4,0,1,21,66,1996,30,No,Percy Cerutty,158.3,61.3,Oldest medalist
ATH-07244,Donna Chen,Female,26,1998-01-09,NOR,Norway,Luge,Team Relay,Winter,1960,Squaw Valley,Individual,No Medal,177.696,seconds,4,6,4,2,0,148,392,1900,2,No,Alberto Salazar,168.4,78.2,Technical violation
ATH-07245,Aurelie Kaminski,Female,19,2005-10-20,ROM,Romania,Taekwondo,+67kg W,Summer,2024,Paris,Individual,No Medal,7.832,points,4,6,2,3,1,89,307,1924,8,No,Franz Stampfl,180.0,56.3,First from country
ATH-07246,Hyun-soo Meyer,Male,22,2002-12-13,URS,Soviet Union,Bobsled,4-man M,Winter,1976,Innsbruck,Team,No Medal,179.788,seconds,1,5,5,0,0,473,1122,1952,1,No,Yury Zakharevich,183.5,87.5,-
ATH-07247,Almaz Gebremariam,Female,41,1983-02-07,SWE,Sweden,Athletics,200m Sprint,Summer,1912,Stockholm,Individual,No Medal,196.958,seconds,3,2,1,0,1,200,648,1896,4,No,Glen Mills,198.8,91.3,-
ATH-07248,Rahul Makarov,Male,26,1998-12-14,ITA,Italy,Cycling,Mountain Bike Cross-Country,Summer,1900,Paris,Individual,No Medal,12029.419,seconds,5,5,0,3,2,247,753,1900,4,No,Lauren Lynde,186.7,79.7,Technical violation
ATH-07249,Mei Babayev,Female,37,1987-09-15,MAS,Malaysia,Freestyle Skiing,Ski Cross W,Winter,1994,Lillehammer,Individual,No Medal,68.426,points,2,2,2,0,0,0,12,1956,58,No,Glen Mills,162.1,71.8,-
ATH-07250,Nino Li,Female,20,2004-09-22,ESP,Spain,Taekwondo,+67kg W,Summer,1900,Paris,Individual,Gold,13.795,points,2,4,2,1,1,50,170,1900,18,No,Vladimir Alekna,163.8,57.7,First from country
